-17.6600573083357,-15.4255567226177,-8.44373295811855
-7.47573271174166,-11.9561920264381,-15.3309120931935
-20.9245183969888,-3.18225328663541,-9.67432570796711
-29.8646418333087,-29.3830469798778,-18.6703187282315
-24.3879143643706,-40.9785749098777,-19.5608311840412
-15.0654342324364,-44.0227713516002,-10.3735595925615
-18.5535517190213,-25.2675166144317,-5.44276883668581
-20.9245183969888,-3.18225328663541,-9.67432570796711
-16.0879292575837,-26.1145404548995,-20.7226411535145
-28.3353226727528,-30.9218233288731,-22.5748495022905
